created_at,SUHU,KELEMBABAN,IRRADIATION,DEBU,ARUS,TEGANGAN,TANGGAL,JAM
2023-07-1711:30:00,36.6,52.0,54612.49609,228.71094,24.2,22.4904,2023-07-17,11:30
2023-07-1711:40:00,36.7,52.0,53925.55208,242.82227,23.5,22.49438,2023-07-17,11:40
2023-07-1711:50:00,36.9,53.0,53238.60807,334.96094,23.8,22.62243,2023-07-17,11:50
2023-07-1712:00:00,36.4,52.0,52551.66406,438.7207,24.1,22.6184,2023-07-17,12:00
2023-07-1712:10:00,36.2,53.0,49032.5,70.16602,24.0,22.65841,2023-07-17,12:10
2023-07-1712:20:00,36.1,54.0,47430.27775083333,182.22656,24.0,22.56241,2023-07-17,12:20
2023-07-1712:30:00,35.9,55.0,45828.05550166667,90.91797,24.0,22.63441,2023-07-17,12:30
2023-07-1712:40:00,27.5,54.0,44225.8332525,76.80664,23.6,22.56238,2023-07-17,12:40
2023-07-1712:50:00,36.3,53.0,41822.49987875,133.25195,24.1,22.67443,2023-07-17,12:50
2023-07-1713:00:00,36.1,51.0,39419.166505,187.20703,23.5,22.24635,2023-07-17,13:00
2023-07-1713:10:00,35.4,52.0,34612.4997575,285.15625,23.4,22.65838,2023-07-17,13:10
2023-07-1713:20:00,36.6,51.0,32209.16638375,240.33203,24.7,23.03046,2023-07-17,13:20
2023-07-1713:30:00,35.9,51.0,29805.83301,314.20898,24.3,22.75046,2023-07-17,13:30
2023-07-1713:40:00,34.1,56.0,24999.166262500003,183.05664,24.3,22.33038,2023-07-17,13:40
2023-07-1713:50:00,36.7,56.0,20192.499515000003,129.93164,24.9,23.07047,2023-07-17,13:50
2023-07-1714:00:00,34.5,56.0,15385.832767500004,218.75,24.5,22.79845,2023-07-17,14:00
2023-07-1714:10:00,34.0,58.0,10579.16602,171.43555,24.4,22.69843,2023-07-17,14:10
2023-07-1714:20:00,33.0,59.0,13848.33301,299.26758,24.2,22.53842,2023-07-17,14:20
2023-07-1714:30:00,34.3,59.0,22968.33203,441.21094,24.3,22.69846,2023-07-17,14:30
2023-07-1714:40:00,34.0,59.0,20388.33203,471.09375,23.7,22.10635,2023-07-17,14:40
2023-07-1714:50:00,33.4,59.0,16973.33203,166.45508,23.4,22.20236,2023-07-17,14:50
2023-07-1715:00:00,33.8,59.0,17864.16602,201.31836,23.3,22.03434,2023-07-17,15:00
2023-07-1715:10:00,33.6,59.0,12222.5,311.71875,23.5,22.09032,2023-07-17,15:10
2023-07-1715:20:00,33.3,60.0,10984.16602,232.86133,22.9,21.95432,2023-07-17,15:20
2023-07-1715:30:00,32.9,59.0,9048.33301,131.5918,22.9,21.77029,2023-07-17,15:30
2023-07-1715:40:00,32.05555555555556,61.77777777777778,6261.6665,178.90625,22.4,21.29025,2023-07-17,15:40
2023-07-1715:50:00,31.21111111111111,64.55555555555556,4546.6665,191.35742,22.2,20.71417,2023-07-17,15:50
2023-07-1716:00:00,30.366666666666667,67.33333333333333,4062.49976,207.95898,21.9,20.55019,2023-07-17,16:00
2023-07-1716:10:00,29.522222222222226,70.11111111111111,2930.0,108.34961,21.4,20.11013,2023-07-17,16:10
